formula,images
"\delta _ { c } U _ { q } = \delta _ { c } L _ { o } = \frac { 1 } { 4 } [ [ \partial _ { \alpha } \delta q ^ { \mu } , \dot { q } ^ { \alpha } ] g _ { \mu \nu } , \dot { q } ^ { \nu } ] ,",555cd8bde5.png
\partial _ { z } \phi = \frac { e ^ { i \delta } } 2 ( 1 - \bar { \phi } ^ { N } ) .,11cb2803db.png
p ^ { \underline { a } } = \frac { 1 } { e ( \tau ) } ( \dot { x } ^ { \underline { a } } - i \dot { \bar { \theta } } \Gamma ^ { \underline { a } } \theta ) = \frac { 1 } { e ( \tau ) } ( \dot { x } ^ { \underline { a } } - i \tilde { \psi } \chi ^ { \underline { a } } ) .,52642ca954.png
\psi _ { k } ^ { + } ( x ) = ( \begin{array} { c } \eta _ { k } ^ { S } \\ \tilde { \eta } _ { k } ^ { A } \end{array} ) a n d \psi _ { k } ^ { - } ( x ) = ( \begin{array} { c } \eta _ { k } ^ { A } \\ \tilde { \eta } _ { k } ^ { S } \end{array} ),3c1dfffcd8.png
g = ( \begin{array} { c c } a & b \\ c & d \end{array} ) .,1a9188118d.png
I : 2 > E > 1 a n d I I : - 2 < E < - 1 ;,4234ce4853.png
"2 \le \xi ^ { \prime } \le \frac { 7 } { 3 } , L o r e n t z i a n 4 d t r i a n g u l a t i o n s .",77e5028374.png
"\Psi _ { \lambda _ { i } } ( Z _ { i } , \tau ) = \frac { e x p [ i ( \frac { \dot { \sigma } } { 2 \hbar \sigma _ { i } } Z _ { i } ^ { 2 } + \alpha _ { \lambda i } ( \tau ) + \frac { \lambda _ { i } Z _ { i } } { \sigma _ { i } } ) ] } \sigma _ { i } ^ { 1 / 2 }",713a9a2401.png
"\beta _ { H } = \frac { 1 } { L } ( \beta - \frac { 1 } { 4 } ) ,",50a84cecbf.png
\phi ( x ) = \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } 2 x ( 1 + \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } 2 a x ),7d446c7b15.png
"\widehat C _ { ( p + 1 ) } = \frac { n } { \Delta _ { m , n } ^ { 1 / 2 } } ( H ^ { - 1 } - 1 ) d x ^ { 0 } \wedge \cdots \wedge d x ^ { p } ,",5edfb5ead0.png
"A _ { A } \to K ^ { - 1 } A _ { A } K + K ^ { - 1 } D _ { A } K , B \to K ^ { - 1 } B K",13af4d7167.png
"( \delta _ { X _ { j } } f ) ( n ^ { i } e _ { i } ) \equiv ( \delta _ { j } f ) ( n ^ { i } e _ { i } ) = i n ^ { j } f ( n ^ { i } e _ { j } ) , j = 1 , \dots , d .",7ca89c0115.png
I _ { 2 } = \overline { \phi } ^ { a b } \phi ^ { a b } + \overline { \phi } ^ { a b c } \phi ^ { a b c } + \overline { \phi } ^ { a b c d } \phi ^ { a b c d } + \dots,608957612f.png
\underline { F } ^ { ( 0 ) } = \frac { 3 } { 2 } \frac { r } { r _ { 0 } } - \frac { 1 } { 2 } ( \frac { r } { r _ { 0 } } ) ^ { 3 } .,6247146e8b.png
"Q = ( b + 1 / b ) \rho , \rho = \frac { 1 } { 2 } \sum _ { \alpha > 0 } \alpha ,",2724dd250b.png
( y - \frac { \widetilde { a } ( r ) } { t a n \xi } ) ^ { 2 } + z ^ { 2 } = \frac { \widetilde { a } ^ { 2 } ( r ) } { \sin ^ { 2 } \xi },2c57828ae2.png
"A [ \phi _ { < } , \phi _ { < } ^ { \prime } ] = S [ \phi _ { < } ] - S [ \phi _ { < } ^ { \prime } ] + \delta A [ \phi _ { < } , \phi _ { < } ^ { \prime } ] .",5a69f0c085.png
"G ^ { g i } ( x _ { 1 } , x _ { 2 } ; y _ { 1 } , y _ { 2 } ) = - ( i \gamma _ { 1 } ^ { \mu } \bar { \partial } _ { 1 \mu } + m _ { 1 } ) ( i \gamma _ { 2 } ^ { \nu } \bar { \partial } _ { 2 \nu } + m _ { 2 } ) H ^ { g i } ( x _ { 1 } , x _ { 2 } ; y _ { 1 } , y _ { 2 } )",5f3942a3f6.png
"\psi _ { \alpha } ^ { I I } ( q _ { 3 } ) = \sum _ { i } f _ { i } ( q _ { 3 } ) \chi _ { \alpha } ^ { i } ,",1313308d5d.png
Q _ { A } ( X ) = Q _ { B } ( X ) + A X - ( - 1 ) ^ { X } X A .,7910909aa1.png
\frac { d N } { d \Omega d z } = n ( z ) \frac { d V } { d \Omega d z } = \frac { n ( z ) a _ { 0 } ^ { 2 } r _ { e m } ^ { 2 } ( z ) H ^ { - 1 } ( z ) } { ( 1 + z ) ^ { 3 } } .,88d22ac243.png
. \tilde { \varphi } | _ { \rho \cdot q = 0 } = 0,5ed1ce6730.png
"| \eta _ { 4 } | = h _ { [ 0 ] } ^ { 2 } \frac { b ( \lambda ) } { \sin ^ { 2 } \theta a ( \lambda ) } [ ( \omega ^ { - 1 } ( x ^ { i } , v ) ) ^ { \ast } ] ^ { 2 } ,",528a4bc330.png
f _ { \xi } ( X ; P ) = \theta ( p _ { 0 } ) N ^ { ( \xi ) } ( X ; E _ { p } ^ { ( \xi ) } ; \hat { p } ) - ( 1 + \theta ( - p _ { 0 } ) ) N ^ { ( \xi ) } ( X ; E _ { p } ^ { ( \xi ) } ; - \hat { p } ) .,27c021a27f.png
"g = ( g ^ { \chi } ( x ) ) , g ^ { \chi } ( x ) = e ^ { i \chi ( x ) } , \chi ( x ) = \chi ( \underline { x } ) ( i n d e p . o f t ) ,",13685935bc.png
"\Psi _ { j } ( r , t ) = \frac { e ^ { i k _ { j } \cdot r - i E _ { k _ { j } } t } } { \sqrt { 2 | E _ { k _ { j } } | \Omega } } , \Phi ( r , t ) = \frac { g } { \mu _ { 0 } ^ { 2 } } \frac { N } { 2 | E _ { k _ { j } } | \Omega } , \Omega \rightarrow \infty ,",7eafd2e46c.png
"\gamma ^ { 1 2 3 4 } \epsilon = \gamma ^ { 1 2 5 6 } \epsilon = \gamma ^ { 1 3 5 7 } \epsilon = - \epsilon ,",1c4f92a4af.png
( f _ { X } ^ { i A } ) ^ { * } = f _ { X } ^ { j B } E _ { j } ^ { i } \rho _ { B } ^ { A } .,220454aab4.png
"s a _ { 1 } = - d c _ { 1 } + a _ { 1 } c _ { 2 } + c _ { 1 } a _ { 2 } , s a _ { 2 } = - d c _ { 2 } + 2 a _ { 3 } c _ { 1 } + 2 c _ { 3 } a _ { 1 } ,",4f39c3a946.png
"f ( \xi _ { 1 } , \xi _ { 2 } ) = \frac { 1 } { 2 } - \xi _ { 1 } - \xi _ { 2 } .",1aef4774a5.png
"( \Delta z ) ^ { 2 } \ge \frac { \epsilon } { 4 } e ^ { - \sigma _ { D } } ( \Delta _ { D } z ) ^ { 2 } ,",6b64bbc9f1.png
"\begin{array} { c } \{ \Omega _ { n } ^ { a } , \phi _ { n ^ { \prime } } ^ { b } \} \approx 0 a \ne b \\ \{ \Omega _ { n } ^ { a } , \phi _ { n ^ { \prime } } ^ { a } \} \approx 0 n ^ { \prime } < n \\ \{ \Omega _ { n } ^ { a } , \phi _ { n } ^ { a } \} \approx ( - 1 ) ^ { N _ { a } - n } \eta ^ { a } ( q , p ) \end{array}",7e8cab3653.png
\nu _ { 2 } ( p ) = 2 \sum _ { r = 1 } ^ { \lfloor \frac { p - 2 } { 2 } \rfloor } r = \frac { 1 } { 4 } p ( p - 2 ),7c2f9630a1.png
"J ^ { ( 2 ) } ( 2 ; 1 , 1 ) = \frac { i \pi } { m _ { 1 } m _ { 2 } } \frac { \tau _ { 1 2 } } { \sin \tau _ { 1 2 } } ,",5b1e7f17e1.png
G _ { \mu \nu } ^ { - 1 \alpha \beta } \eta _ { \alpha \beta } ^ { T T } = ( k ^ { 2 } - \Lambda _ { l } + \frac { 1 } { 2 r ^ { 2 } } N ( N - 1 ) - \frac { N + d } { N + d - 2 } \Lambda ) \eta _ { \mu \nu } ^ { T T } .,4163b2fd9b.png
"K [ A ; U _ { 2 } , U _ { 1 } ] = \sum _ { R } \chi _ { R } ( U _ { 1 } ) \chi _ { R } ^ { \dagger } ( U _ { 2 } ) e x p [ - \frac { g ^ { 2 } A } { 4 } C _ { 2 } ( R ) ] ,",2bc73f49ac.png
"\tilde { F } _ { 4 } = F _ { 4 } - C _ { 1 } \wedge H _ { 3 } , F _ { 4 } = d C _ { 3 } , F _ { 2 } = d C _ { 1 } ,",a878fb2ee6.png
"b ^ { \pm } ( p ) \equiv \frac { 1 } { \sqrt { p } } \rho ( \mp p ) , 5 m m p > 0 ,",2b33376871.png
g ( \Phi _ { i } ) 0 . 1 i n \rightarrow 0 . 1 i n e ^ { - 2 i \alpha } g ( \Phi _ { i } ),5fdb192ad3.png
"e ^ { - i t ^ { a } \theta _ { a } } \partial _ { \mu } e ^ { i t ^ { b } \theta _ { b } } = i t ^ { a } \{ \bar { C } \partial _ { \mu } S _ { a } - \bar { S } _ { a } \partial _ { \mu } C + ( f _ { a b c } - i d _ { a b c } ) \bar { S } ^ { b } \partial _ { \mu } S ^ { c } \} ,",6efd9aff99.png
\int d ^ { 2 } x = \int _ { - \infty } ^ { 0 } d x \int _ { - \infty } ^ { \infty } d t,106ddd43aa.png
"\hat { a } P = \frac { 1 } { q ^ { 2 } } P \hat { a } - \frac { \mu } { q ^ { 3 } } \hat { a } , \hat { b } P = \frac { 1 } { q ^ { 2 } } P \hat { b } - \frac { \mu } { q ^ { 3 } } \hat { d } \hat { c } ^ { - 1 } \hat { a } ,",94ad419d55.png
\mu v = \mu \frac { \sqrt { r ^ { 4 } - a ^ { 4 } } } { 2 r } \simeq _ { r \to a } \mu \frac { \sqrt { r ^ { 2 } - a ^ { 2 } } } { \sqrt { 2 } } = 2 \sqrt { \xi },3ea958d501.png
"\rho ^ { \vee } = \sum _ { j = 1 } ^ { r } ( r + 1 - j ) e _ { j } , h = 2 r + 1 ,",53f7e705a5.png
Q ^ { a } = \int d ^ { 3 } x ( J _ { 0 } ^ { a } ( x ) - f _ { b c } ^ { a } E _ { i } ^ { b } ( x ) A _ { i } ^ { c } ( x ) ) .,6ff7cc1fd4.png
"T ^ { + 2 } = - 2 i e _ { q } ^ { + } e _ { q } ^ { + } - 2 i \pi _ { q } ^ { 2 + } \pi _ { q } ^ { 2 + } , T ^ { - 2 } = - 2 i \pi _ { \dot { q } } ^ { 1 - } \pi _ { \dot { q } } ^ { 1 - } - 2 i e _ { \dot { q } } ^ { - } e _ { \dot { q } } ^ { - }",4dbcffafa3.png
\alpha _ { k } \approx e ^ { - i \omega t },6ecf8c3473.png
"[ \nabla _ { k } , \nabla _ { h } ] \psi ^ { a } ( x , p ) = - ( \widetilde F _ { k h } ( x , p ) ) _ { b } ^ { a } \psi ^ { b } ( x , p + k + h ) , ( h , k = g _ { 1 } , g _ { 2 } , g _ { 3 } )",6bc9f1d91f.png
"\tilde { P } = \sum _ { n = 0 } ^ { \infty } \sum _ { \dots } c o n s t ( n , \dots ) C _ { n , \dots } B C _ { n - 1 , \dots } B \cdots B C _ { 0 , \dots } ,",69a0c88f67.png
"n _ { 1 } \in [ 0 , N _ { 1 } ( n , k ; 1 ) ] n _ { 2 } \in [ 0 , N _ { 2 } ( n , k ; 0 ) ] n \in [ 0 , p - 3 - m ] k \in [ 0 , s ]",7f86b2e913.png
"R ^ { \prime } + 2 ( H + F ) R = 0 ,",5ca3dc0908.png
"A ^ { \prime } = e ^ { \rho J _ { 2 } } d e ^ { - \rho J _ { 2 } } + e ^ { \rho J _ { 2 } } A e ^ { - \rho J _ { 2 } } ,",4c6ad513d2.png
"S [ \phi ^ { \dagger } , \phi ] = \int d ^ { 3 } x L ( \phi ^ { \dagger } , \phi ; \partial \phi ^ { \dagger } , \partial \phi ) ,",53ded8fccd.png
"J _ { n } = ( \begin{array} { c c } 0 & I _ { n } \\ - I _ { n } & 0 \end{array} ) , J _ { n } ^ { 2 } = - I _ { 2 n } ,",2f21df038d.png
e ^ { \sum _ { I } q _ { I } ^ { \alpha } g ^ { I } } \Pi ^ { \alpha } \bar { \Pi } ^ { \alpha },59c8227b2e.png
"\dot { \Sigma } = h ^ { ' } ( u ) , \dot { u } = - h H .",78ab20e83f.png
"\check { s } _ { \rho } H \check { s } _ { \rho } = H , \check { s } _ { \rho } \tilde { H } \check { s } _ { \rho } = \tilde { H } , \forall \rho \in \Delta .",656de1d696.png
"S _ { f i } = ( \Phi _ { f } , S _ { 3 } ( g ) \Phi _ { i } ) .",364cdbf7ab.png
h _ { a b } = - f _ { a b ^ { \prime } } ^ { c ^ { \prime } } f _ { b c ^ { \prime } } ^ { b ^ { \prime } },39df32934e.png
"\Delta _ { \lambda } ^ { - } = ( \partial _ { \xi } + O ) \hat { \Delta } _ { \lambda } ^ { - } a n d \Delta _ { A , \lambda } ^ { - } = ( \partial _ { \xi _ { A } } + O _ { A } ) \hat { \Delta } _ { \lambda } ^ { - }",2501e42cea.png
W ^ { r e g } = \eta [ - \frac { 1 } { 1 2 \pi } m ^ { 3 } a _ { 0 } + \frac { 1 } { 8 \pi } m a _ { 1 } - \frac { 1 } { 1 6 \pi } \frac { 1 } { m } a _ { 2 } + O ( m ^ { - 3 } ) ] .,5d1e57e1f6.png
"K ( z , \bar { z } ) \neq 0 , \forall z \in C .",764a496170.png
G = \frac { 1 } { 4 } ( 1 + ( - 1 ) ^ { F } ) ( 1 + ( - 1 ) ^ { F ^ { \prime } } ),31a93f7e4f.png
"W [ A ] ( C ) \rightarrow W [ A ^ { V } ] ( C ) = V ( x _ { \perp } , t = \epsilon ) W [ A ] ( C ) V ^ { \dagger } ( x _ { \perp } , t = - \epsilon )",3e7dbdfc91.png
"x ^ { N } + y ^ { N } = z ^ { N } , \Phi ( l ) = \omega ^ { l ( l + N ) / 2 } , \omega ^ { 1 / 2 } = e x p ( \pi i / N ) .",3bea2f425a.png
"( g ^ { \prime } ( 0 ) , h ^ { \prime } ( 0 ) ) = - T r ( g _ { o } ^ { - 1 } g ^ { \prime } ( 0 ) g _ { o } ^ { - 1 } h ^ { \prime } ( 0 ) )",5223211724.png
D _ { \gamma } = e x p \{ \frac { b } { d } L _ { - 1 } \} ( \frac { \sqrt { a d - b c } } { d } ) ^ { 2 L _ { 0 } } e x p \{ - \frac { c } { d } L _ { 1 } \},559a37817f.png
S _ { 1 } ^ { 2 } ( \vec { x } ) + S _ { 2 } ^ { 2 } ( \vec { x } ) - S _ { 3 } ^ { 2 } ( \vec { x } ) = c o n s t a n t .,7e5e7722f1.png
T = \frac { ( r ^ { d } + c _ { 1 } ) r ^ { d - 1 } } { ( r ^ { 2 d } - 2 b _ { 1 } r ^ { d } + b _ { 2 } ) } - \frac { 1 6 \phi ^ { \prime } } { ( d + 1 ) ^ { 2 } \alpha _ { e } } .,66a81b8aeb.png
d s _ { L } ^ { 2 } = g _ { i j } d x ^ { i } d x ^ { j } .,7fae142826.png
"S _ { P V } ( \Phi , \Phi ^ { * } , \underline { \Phi } _ { i } ) = \frac { 1 } { 2 } \sum _ { i = 1 } ^ { N } \underline { \Phi } _ { i } ^ { A } S _ { A B } \underline { \Phi } _ { i } ^ { B } - \frac { 1 } { 2 } M _ { i } ^ { 2 } \underline { \Phi } _ { i } ^ { A } T _ { A B } \underline { \Phi } _ { i } ^ { B } ,",3003e0ea5a.png
"\frac { 1 } { 2 } \int G _ { ( p + 2 ) } \star G _ { ( p + 2 ) } + i \mu _ { p } \int _ { p - b r a n e } C _ { ( p + 1 ) } ,",1dcc9010be.png
"\omega = G ^ { \alpha \beta } ( \Phi _ { , \alpha } + A _ { \mu } x _ { , \alpha } ^ { \mu } ) ( \Phi _ { , \beta } + A _ { \mu } x _ { , \beta } ^ { \mu } ) ,",6861303da2.png
T _ { 0 1 } = - \frac { 2 } { \theta } ( n + 1 ) ( \lambda _ { n + 1 } - \lambda _ { n } ) \dot { \lambda } _ { n } .,125f651d05.png
"\delta L _ { \phi } ^ { ( 0 ) } = J _ { \phi } ^ { \mu } \partial _ { \mu } \alpha ,",7503d9ed01.png
"[ Q ^ { \pm } , S ] _ { - } = \pm 2 Q ^ { \pm } , [ Q ^ { \pm } , \Pi ] _ { - } = \mp 2 Q ^ { \pm } .",706eeedb93.png
"S = \int d ^ { 4 } x \{ \frac { 1 } { 4 } F ^ { a , \mu \nu } F _ { \mu \nu } ^ { a } + \frac { 1 } { 4 } T r ( D ^ { \mu } \Phi D _ { \mu } \Phi ) - V ( \Phi ) \} ,",76ce41d8a2.png
"| \vec { \chi } _ { \mu } | \equiv ( \sqrt { \chi _ { \mu } ^ { 1 } \chi _ { \mu } ^ { 1 } } , \dots , \sqrt { \chi _ { \mu } ^ { N - 1 } \chi _ { \mu } ^ { N - 1 } } ) ,",26bb7a954d.png
\phi ( \vec { x } ) = a r c t a n ( \frac { \beta } { \alpha ( t ) \xi } ) .,7ca73acd2a.png
P ( E ) \sim e ^ { - W ( E ) } = e ^ { - S ( \beta ) + E \beta },45974136f2.png
\frac { E ^ { 2 } - 1 } { F },4394eb77e6.png
"[ X _ { k } ] ^ { \{ l \} } ( x ) \equiv . \frac { \delta S ^ { \{ l \} } [ A , \psi , \bar { \psi } , \S _ { i } ] } { \delta \S _ { k } ( x ) } | _ { \S _ { i } = 0 \forall i } ;",4f6926a456.png
f _ { n } = \frac { 2 ^ { n } } { ( n - 1 ) ! } X _ { n } .,521437c224.png
d s ^ { 2 } = g _ { i a j b } d f _ { 1 } ^ { i a } d f _ { 1 } ^ { j b } + k _ { i a j b } d f _ { 2 } ^ { i a } d f _ { 2 } ^ { j b } + h _ { i a j b } d f _ { 2 } ^ { i a } d f _ { 1 } ^ { j b },16f9a408bb.png
"T _ { 3 } ( n = 0 ) = ( \frac { 2 } { \pi } ) ( \frac { \pi } { a } ) \delta _ { i j } ^ { \bot } \int _ { 0 } ^ { \infty } d \kappa \kappa ^ { - 2 - 2 s } ,",77ff3463ed.png
"\Gamma _ { s } ( P ^ { a } ) = \frac { i R _ { 5 } } { 3 2 } \sigma ^ { 2 } \Gamma ^ { 0 1 2 3 4 } \Gamma ^ { a } , \Rightarrow \Gamma ^ { a } = \frac { 3 2 i } { R _ { 5 } } S \Gamma _ { s } ( P ^ { a } ) , 1 c m S = \sigma ^ { 2 } \Gamma ^ { 0 1 2 3 4 } ,",2ae3ac946c.png
"C _ { X } = 0 u n l e s s \chi _ { X } = 2 N _ { f } n , n \in Z - 1 . 3 5 m m Z ,",2834f2e494.png
"H ( - i q \hat { \epsilon } _ { q } , q ) \Psi ( q , t ) = i \partial _ { t } \Psi ( q , t ) .",1e5cb2934d.png
M = 2 \cdot 2 \pi R _ { c } \cdot T _ { D 1 } = \sqrt { 2 } / g .,86b308a331.png
"l i m _ { t \rightarrow - \infty } ( f ( x ) , \phi ( x - t ) ) = L _ { 0 } ^ { - 1 } [ f ] \int _ { - \infty } ^ { \infty } \phi ( x ) d x",23d91c1744.png
"F = \frac { 1 } { 2 } F _ { \mu \nu } d x ^ { \mu } \wedge d x ^ { \nu } ,",1a649fdb86.png
A _ { i } = \frac { i } { 2 } [ \frac { \phi _ { 1 } } { s } \sigma _ { i } + \frac { 1 } { s ^ { 2 } } ( A _ { 1 } - \frac { \phi _ { 1 } } { s } ) x _ { i } \vec { x } . \vec { \sigma } + ( \frac { \phi _ { 2 } + 1 } { s ^ { 2 } } ) \varepsilon _ { i j k } \sigma _ { j } x _ { k } ],2967ae9728.png
\chi _ { H } = \frac { L _ { H } } { a } = \int _ { 0 } ^ { t } \frac { d t ^ { \prime } } { a ( t ^ { \prime } ) } .,34a1b84c0a.png
"d s _ { 5 } ^ { 2 } = - d t _ { 5 } ^ { 2 } + a _ { 5 } ^ { 2 } ( t _ { 5 } ) d x ^ { i } d x ^ { i } + c _ { 5 } ^ { 2 } ( t _ { 5 } ) d z ^ { 2 } ,",105e19fdaa.png
J ^ { A } \phi _ { A } = \overline { \psi } \eta + \overline { \eta } \psi + J ^ { \mu } A _ { \mu },764427fa01.png
( t _ { n ( r ) j } ) _ { n ( s ) l } ^ { n ( t ) m } \equiv \chi _ { n ( r ) j } \sum _ { I } U _ { n ( r ) j } ^ { I } U _ { n ( s ) l } ^ { I } ( U ^ { \dagger } ) _ { I } ^ { n ( t ) m },4578c9e362.png
"0 \rightarrow E _ { a } \rightarrow E x t ^ { 0 } ( E _ { a } , E _ { a + 1 } ) ^ { * } \otimes E _ { a + 1 } \rightarrow R _ { E _ { a + 1 } } ( E _ { a } ) \rightarrow 0",66d59551d2.png
\frac { \theta - \phi } { z - \omega - \theta \phi } = \frac { \theta - \phi } { z - \omega },5a0a6168b6.png
"\dot { R } ^ { 2 } - \lambda R ^ { 2 } + \frac { 1 } { 2 } R ^ { 4 } = C ,",44e8ff6ec6.png
f ^ { 2 } = ( 8 \pi \sigma _ { x x } ) ^ { - 1 } .,4faa6ffeb9.png
\bar { \epsilon } ( \sigma : \gamma ) = \hat { \epsilon } ( \sigma : \gamma ) + c o t h \pi \gamma .,1fc7a408be.png
"S \rightarrow \frac { a S - i b } { i c S + d } , a d - b c = 1 ,",48feb576da.png
T _ { \pm \pm } = \frac { 1 } { 1 2 } ( \partial _ { \pm } ^ { 2 } \rho - \partial _ { \pm } \rho \partial _ { \pm } \rho + t _ { \pm } ( x ^ { \pm } ) ) .,3ba5fa8798.png
Q : = \int d ^ { 3 } x ( \partial _ { \mu } A _ { a } ^ { \mu } ( x ) + m _ { a } \Phi _ { a } ( x ) ) \stackrel { \leftrightarrow } { \partial _ { 0 } } u _ { a } ( x ) .,170d50e3b8.png
"( p ^ { \prime } - p ) ^ { \mu } G _ { \mu } ( p , - p ^ { \prime } , p ^ { \prime } - p ) = - i g [ \Sigma ( p ^ { \prime } ) - \Sigma ( p ) ] ,",9ba8e6cb41.png
"P ^ { 2 } ( \frac { d R } { d \tau } ) ^ { 2 } + 1 = \frac { R _ { + } ^ { 2 } } { R ^ { 2 } } ,",682067ea8b.png
\partial _ { \tau } B ( \tau ) = \partial _ { + } B _ { x z } ( x ^ { + } ) = F _ { + x z } = \frac { 6 \ell Q _ { 1 } } { r ^ { 2 } ( r ^ { 6 } + Q _ { 1 } ) },634ee3247b.png
\Gamma _ { v e r } = P d \Phi ( A ) \equiv \{ u d \Phi ( a ) : u \in P a \in A \},60bdbfeead.png
\frac { \alpha ^ { \prime } } 2 M ^ { 2 } = \frac { ( w R ) ^ { 2 } } { 2 \alpha ^ { \prime } } - 1 .,219aed3853.png
1 = G \int _ { \frac { 1 } { \Lambda ^ { 2 } } } ^ { \infty } d s t r < x | e ^ { - s H } | x > .,43309eb8e7.png
H ^ { 2 } = \frac { 8 \pi } { 3 M _ { p } ^ { 2 } } V ( \varphi ) .,73710ecbb4.png
\int d ^ { 2 } x \{ t r ( \frac { 1 } { 2 } \partial _ { + } \Phi \partial _ { - } \Phi - A _ { + } \partial _ { - } \Phi ) - \sum _ { j = 0 } ^ { \infty } h _ { j } t r ( \partial _ { - } \Phi ) ^ { j + 2 } \} .,1aa2ef60e4.png
"\phi _ { 2 } ( \omega , \vec { k } , r ) \approx r ^ { - \Delta _ { + } } C ( \omega , \vec { x }",f4d6e41e2e.png
V ^ { 2 - 2 h } \sum _ { e n } [ e x p ( i \pi e / k ) - e x p ( - i \pi e / k ) ] ^ { 2 h - 2 } = V ^ { - 2 h } ( \begin{array} { c } h - 1 \\ 2 h - 2 \end{array} ),6b512c2814.png
"S _ { e f f } ^ { 1 - l o o p } [ X , \xi ] = - \sum _ { i < j } t r ( \frac { S _ { ( i j ) } ^ { 4 } } { 4 } + \frac { S _ { ( i j ) } ^ { 8 } } { 8 } ) .",e69646be80.png
\widetilde { \widehat \Omega \Psi } = - i d \widetilde \Psi .,1ea445fc24.png
"d s = d [ \frac { v } { T } ( \rho c ^ { 2 } + p ) ] - \frac { 2 v ^ { 2 } } { T ^ { 2 } } \rho c \frac { d c } { d v } d T ,",3fbe756f45.png
"\Omega ( p ) = \bar { p } , \Omega ( \bar { p } ) = p",44b90a0a76.png
"G _ { \mu \nu } , G _ { \mu y } , G _ { y y } , G _ { z \bar { z } } .",69e5480cef.png
R = \frac { 1 } { \mp 2 ( \sigma - \sigma _ { \infty } ) - \frac { 2 } { 3 } f ( \sigma - \sigma _ { \infty } ) ^ { 2 } } .,2bcb4b555c.png
"\int _ { - \infty } ^ { \infty } d q ^ { \prime } U ^ { - 1 } ( q , q ^ { \prime } ) \phi ( q ^ { \prime } ) = \int _ { - \infty } ^ { \infty } d q ^ { \prime } \overline { U ( q ^ { \prime } , q ) } \phi ( q ^ { \prime } ) ,",7031cafddf.png
= \int d ^ { n } x \{ \frac { 1 } { 2 } F _ { \alpha \beta } F ^ { \alpha \beta } + \frac { 1 } { 2 } G _ { \alpha \beta } G ^ { \alpha \beta } + 2 D _ { \alpha } \phi ^ { \dagger } D ^ { \alpha } \phi + 2 ( m ^ { 2 } - \phi ^ { \dagger } \phi ) ^ { 2 } \},e6b89266e6.png
\frac { \partial } { \partial \lambda _ { 1 } } \cdots \frac { \partial } { \partial \lambda _ { p + q } } \int _ { - \infty } ^ { \infty } d s \eta . T _ { \bullet } ^ { ( a _ { 1 } ) } \cdots T _ { \bullet } ^ { ( a _ { p } ) } \overline { T _ { \bullet } ^ { ( b _ { 1 } ) } } \cdots \overline { T _ { \bullet } ^ { ( b _ { q } ) } } . _ { | \lambda _ { 1 } = \cdots = \lambda _ { p + q } = 0 } .,17a524431b.png
\hbar k = \frac { \kappa } { a + 1 } ( 1 - e ^ { - ( a + 1 ) P _ { 0 } / \kappa } ) = \frac { \kappa } { a + 1 } ( 1 - ( 1 - \frac { P } { \kappa } ) ^ { a + 1 } ),4c1e83a4ef.png
"\eta _ { 2 } \sim u ^ { + 1 } , \eta _ { 3 } \sim u ^ { - N _ { 2 } } ,",6999354f92.png
\Phi _ { i } = x _ { i } ( t ) + \theta \psi _ { i } ( t ) + i \bar { \theta } \theta \dot { x } _ { i } ( t ) .,623e005fb6.png
"k \langle Q ^ { k - 1 } R \rangle _ { n } \sim k [ - q _ { c } ( h ) ^ { - ( k + 1 ) } q _ { c } ^ { \prime } ( h ) f ( n , k ) + O ( 1 / k ) ] g _ { c } ^ { - n } ,",324f4a086a.png
"E ( x , t ) = g J _ { 0 } ( \sqrt { t ^ { 2 } - x ^ { 2 } } ) \Theta ( t ^ { 2 } - x ^ { 2 } ) .",1bdfa88e27.png
c _ { 1 } ( L ) = ( \frac { 1 } { 2 } ( 1 + n ) c _ { 1 } ( B ) - \eta ) \cdot z,369727ce69.png
\theta _ { \delta } = \sum _ { j = 1 } ^ { 6 } e _ { \psi } ^ { j } \theta _ { j \delta } - \sum _ { k = 1 } ^ { 5 } e _ { \phi } ^ { k } \theta _ { k \delta },26e39b0bdb.png
"G ( x , y ) = \sum _ { n } ( - 1 ) ^ { n } \frac { 1 } { E _ { n } } \phi _ { n } ( x ) \phi _ { n } ( y ) .",10aa482b62.png
d s ^ { 2 } = d x _ { \mu } ^ { 2 } = g _ { \alpha \beta } ( q ) d q ^ { \alpha } d q ^ { \beta } .,3812ed940c.png
"\bar { D } _ { i } ^ { a b } \bar { F } _ { i j } ^ { b } = - j _ { j } ^ { a } , b a r D _ { i } ^ { a b } = \delta ^ { a b } \partial _ { i } + g f ^ { a b c } \bar { A } _ { i } ^ { c }",f9d00cb2b6.png
"\epsilon = \tilde { \epsilon } f ( \tau , \bar { \tau } ) ,",3834e0ff0a.png
"S _ { 0 } = \int d ^ { 3 } x ( \kappa \epsilon ^ { \mu \nu \rho } t r ( A _ { \mu } \partial _ { \nu } A _ { \rho } - \frac { 2 } { 3 } i A _ { \mu } A _ { \nu } A _ { \rho } ) + ( D _ { \mu } \phi ) ^ { \dagger } ( D ^ { \mu } \phi ) ) ,",5d2b1e22d1.png
